name,tags
Survival: Fountain of Youth,"Survival,Open World Survival Craft,Exploration,Crafting,Violent,Singleplayer,Realistic,Adventure,Puzzle,Early Access,Sandbox,Base Building,Simulation,First-Person,Open World,Historical,Building,Underwater,Immersive Sim,Action-Adventure"
Battlefleet Gothic: Armada 2,"Strategy,Space,Warhammer 40K,Real Time Tactics,RTS,Sci-fi,Singleplayer,Games Workshop,Violent,Co-op,Multiplayer,Naval,Atmospheric,War,Co-op Campaign,Tactical,Naval Combat"
ARK: Aberration - Expansion Pack,"Adventure,Action,Massively Multiplayer,Survival,Open World,Dinosaurs,RPG,Exploration,Indie,Multiplayer,Building,Crafting,Singleplayer,Fantasy,Co-op,Base Building,Sandbox,Free to Play,PvE,Sci-fi"
Cookie Clicker,"Clicker,Idler,Casual,Indie,Pixel Graphics,Management,Collectathon,Economy,Funny,Memes,Strategy,Building,2D,Resource Management,Comedy,Simulation,Colorful,Touch-Friendly,Horror,Singleplayer"
My Singing Monsters,"Simulation,Creature Collector,Casual,Farming Sim,Colony Sim,Cartoony,Cute,Collectathon,Colorful,2.5D,Family Friendly,Free to Play,Building,Dragons,Dinosaurs,Relaxing,Nature,Horror,Resource Management,PvE"
Arma 3 Contact,"Simulation,Strategy,Action,Military,Aliens,Sci-fi,FPS"
V Rising - Sinister Evolution Pack,"Action,Adventure,Massively Multiplayer"
Call to Arms - Gates of Hell: Scorched Earth,"Strategy,Action,Simulation,RTS,World War II,PvE,Level Editor,Military,Realistic,Singleplayer,PvP,Real Time Tactics,Online Co-Op,Multiplayer,Historical"
Puzzle Quest 3,"Casual,RPG,Strategy,Adventure,Puzzle,Match 3,Turn-Based Strategy,Turn-Based Tactics,3D,Cartoony,Colorful,Dragons,Fantasy,Medieval,Asynchronous Multiplayer,Co-op,Action,Multiplayer,Combat,Loot"
Hunt: Showdown – Fear The Reaper,"Action,Gore,Violent,Perma Death,Multiplayer,PvP,First-Person,Horror,Zombies,Survival,FPS,Combat,Atmospheric,Character Customization,Beautiful,Hunting,America,Team-Based,Survival Horror,Shooter"
Beholder,"Dystopian,Choices Matter,Political Sim,Strategy,Simulation,Atmospheric,Singleplayer,Dark,Story Rich,Multiple Endings,Political,Point & Click,Dark Humor,Indie,Great Soundtrack,3D,Adventure,2D,RPG,Violent"
Forts - High Seas,"Strategy,Action,Moddable,Sandbox,Physics,Destruction"
Pacify,"Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Psychological Horror,Thriller,Action,Indie,Adventure,Dark,First-Person,Singleplayer,Gore,Strategy,Sexual Content,Puzzle,Casual,Atmospheric,PvP"
Core Keeper,"Early Access,Pixel Graphics,Online Co-Op,Sandbox,Open World Survival Craft,Adventure,2D,Survival,Crafting,Dungeon Crawler,Exploration,Farming Sim,Procedural Generation,Building,Mining,Relaxing,Cooking,Simulation,Mystery,Atmospheric"
Moonlighter,"Hack and Slash,Pixel Graphics,Roguelite,Dungeon Crawler,Action Roguelike,RPG,Roguelike,Character Action Game,Action RPG,Procedural Generation,Adventure,Management,Controller,Exploration,Singleplayer,Action,Simulation,Top-Down,Fantasy,2D"
Craftopia,"Open World,Crafting,Survival,Multiplayer,Open World Survival Craft,Sandbox,RPG,Building,Action,Online Co-Op,Early Access,Adventure,Co-op,Anime,Indie,Character Customization,Hack and Slash,Automation,Singleplayer,Third Person"
Amanda the Adventurer,"Horror,First-Person,Old School,1990's,Puzzle,Mystery,Story Rich,Atmospheric,Adventure,Interactive Fiction,Point & Click,Choose Your Own Adventure,3D,Exploration,Dark,Colorful,Psychological Horror,Stylized,Psychological,Supernatural"
Gunfire Reborn - Visitors of Spirit Realm,"Action,Adventure,RPG,Indie,FPS,Roguelike,Online Co-Op"
Dorfromantik,"Turn-Based Strategy,City Builder,Puzzle,Indie,Relaxing,Simulation,Strategy,Turn-Based Tactics,Board Game,Sandbox,Casual,Logic,Procedural Generation,Controller,Family Friendly,Minimalist,3D,Hand-drawn,Open World,Singleplayer"
Euro Truck Simulator 2 - Vive la France !,"Simulation,Driving,Open World,Realistic,Indie,Multiplayer,Singleplayer,Relaxing,Free to Play,Adventure,Moddable,Action,First-Person,TrackIR,Family Friendly,Online Co-Op,Great Soundtrack,Exploration,Casual"
Operation: Tango,"Online Co-Op,Co-op Campaign,Puzzle,Adventure,Casual,Wholesome,Family Friendly,Female Protagonist,Hacking,Multiplayer,Detective,Co-op,Investigation,Futuristic,Cyberpunk,3D,First-Person,Stylized,Colorful,Heist"
20 Minutes Till Dawn,"Action Roguelike,Bullet Hell,Shoot 'Em Up,Top-Down Shooter,Roguelite,Lovecraftian,Twin Stick Shooter,Roguelike,Action RPG,2D,Tutorial,Pixel Graphics,RPG,Top-Down,Action,Controller,Gun Customization,Dark Fantasy,Score Attack,Survival"
Astro Colony,"Early Access,Automation,Resource Management,Space,Base Building,Sandbox,Exploration,Crafting,3D,Flight,Open World,Building,Action-Adventure,Space Sim,Voxel,Procedural Generation,Mars,First-Person,Management,Survival"
ARK: Extinction - Expansion Pack,"Adventure,Action,Massively Multiplayer,Survival,RPG,Open World,Dinosaurs,Indie,Multiplayer,Singleplayer,Crafting,Co-op,Sandbox,Building,Base Building,Sci-fi,Difficult,Exploration,Strategy,First-Person"
Crossout,"Free to Play,Atmospheric,PvE,Shooter,Vehicular Combat,Combat Racing,Co-op,Third-Person Shooter,Sandbox,Online Co-Op,Action,Combat,Multiplayer,Crafting,Racing,Building,Post-apocalyptic,PvP,Massively Multiplayer,Adventure"
Scorn,"Gore,Horror,Atmospheric,Puzzle,First-Person,Nudity,Sexual Content,Dark,Adventure,Psychological Horror,Violent,Singleplayer,Lovecraftian,Walking Simulator,Sci-fi,Indie,Surreal,Action,Survival Horror,FPS"
Hitman: Absolution™,"Stealth,Action,Third Person,Assassin,Singleplayer,Third-Person Shooter,Tactical,Shooter,Replay Value,Crime,Story Rich,Multiplayer,Cinematic,Difficult,Atmospheric,Adventure,Strategy,Score Attack,Linear,Controller"
TEKKEN 7,"Fighting,Action,Multiplayer,Competitive,Arcade,Local Multiplayer,Controller,Great Soundtrack,Singleplayer,3D Fighter,eSports,Sports,Character Customization,Difficult,Anime,Beat 'em up,Story Rich,Third Person,2D Fighter,Atmospheric"
Call to Arms - Gates of Hell: Talvisota,"Strategy,Action,Simulation,RTS,World War II,Singleplayer,Wargame,Multiplayer,Historical,Co-op,Military,Realistic,Level Editor,War,PvP,Real Time Tactics,Online Co-Op,Top-Down,PvE"
Blade and Sorcery,"VR,Swordplay,Action,Moddable,Gore,Violent,Magic,Sandbox,Simulation,Physics,Medieval,Fighting,First-Person,Singleplayer,Fantasy,Adventure,Early Access,RPG,Indie,Games Workshop"
Internet Cafe Simulator 2,"Simulation,Management,Exploration,3D,Memes,Sandbox,First-Person,Arcade,Life Sim,Immersive Sim,Realistic,Singleplayer,Economy,Atmospheric,Sexual Content,Hacking,Funny,Open World,Indie,Multiple Endings"
ARK: Scorched Earth - Expansion Pack,"Survival,Adventure,Open World,Dinosaurs,Massively Multiplayer,Action,Dragons,Crafting,Multiplayer,RPG,Base Building,First-Person,Building,Indie,Action-Adventure,Singleplayer,Strategy,Sandbox,FPS,Survival Horror"
Sally Face - Episode One,"Story Rich,Psychological Horror,Dark,Indie,Horror,Adventure,Mystery,Atmospheric,Puzzle,Singleplayer,Point & Click,Narrative,Hand-drawn,Supernatural,Emotional,2D,Interactive Fiction,Demons,Dark Humor,Casual"
Vampire Survivors: Tides of the Foscari,"Casual,RPG,Action,Indie,Bullet Hell,Singleplayer,Female Protagonist,Anime,Funny"
My Time at Sandrock,"Life Sim,Building,Sandbox,Farming Sim,Crafting,RPG,Dating Sim,Multiplayer,Open World,Character Customization,Mining,Post-apocalyptic,Simulation,Casual,Adventure,Female Protagonist,Singleplayer,Early Access,Cartoony,Indie"
,
Baldur's Gate: Enhanced Edition,"RPG,Fantasy,Dungeons & Dragons,Isometric,CRPG,Party-Based RPG,Real-Time with Pause,Singleplayer,Story Rich,Character Customization,Old School,Adventure,Co-op,Multiplayer,Magic,Online Co-Op,Action-Adventure,Remake,Atmospheric,Strategy"
Hunt: Showdown - The Prodigal Daughter,"Action,Gore,Violent,FPS,PvP,Shooter,Horror,Western,Perma Death,First-Person,Atmospheric,Hunting,Battle Royale,Multiplayer,Zombies,Co-op,Female Protagonist,Team-Based"
Tainted Grail: The Fall of Avalon,"Early Access,RPG,Open World,Dark Fantasy,Character Customization,First-Person,Exploration,Action RPG,Immersive Sim,Choices Matter,Nonlinear,FPS,Narrative,Multiple Endings,Singleplayer,Action,Immersive,Story Rich,Lore-Rich,Combat"
Half-Life 2: Episode One,"FPS,Action,Sci-fi,Singleplayer,First-Person,Story Rich,Shooter,Classic,Dystopian,Aliens,Adventure,Zombies,Episodic,Atmospheric,Silent Protagonist,Great Soundtrack,Short,Puzzle,Cinematic,Moddable"
"Love, Money, Rock'n'Roll","Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy"
APB Reloaded,"Free to Play,Open World,Multiplayer,Action,Character Customization,Massively Multiplayer,Shooter,Third-Person Shooter,PvP,Crime,Third Person,Co-op,Racing,Sandbox,FPS,Adventure,Singleplayer,Nudity,Hacking,Anime"
Naval Action,"Naval Combat,Sailing,Pirates,Naval,Open World,MMORPG,PvP,RPG,Sandbox,Military,Historical,Massively Multiplayer,War,Realistic,Crafting,Simulation,Economy,Survival,Combat,Trading"
Terminator: Resistance,"FPS,Post-apocalyptic,Choices Matter,Open World,Sci-fi,RPG,First-Person,Robots,Story Rich,Multiple Endings,Action,Singleplayer,Atmospheric,Futuristic,Crafting,Adventure,Violent,Shooter,Great Soundtrack,Cinematic"
The Dark Pictures Anthology: Little Hope,"Horror,Multiple Endings,Psychological Horror,Story Rich,Survival Horror,Survival,Co-op,Multiplayer,Psychological,Mythology,Mystery,Drama,Dark,Quick-Time Events,Supernatural,Singleplayer,Blood,Episodic,Violent,Adventure"
Cruelty Squad,"Capitalism,Surreal,Immersive Sim,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,First-Person,Stealth,Lore-Rich,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation"
War Thunder - T-72AV (TURMS-T) Pack,"Action,Free to Play,Massively Multiplayer,Simulation"
UBOAT,"Early Access,World War II,Simulation,Naval Combat,Submarine,Military,Naval,War,Open World,Realistic,Historical,Singleplayer,Action,Moddable,Shooter,Management,Physics,Replay Value,Sandbox,RTS"
Battle Brothers - Beasts & Exploration,"Indie,Strategy,RPG"
Dungeon Alchemist,"Software,Procedural Generation,Level Editor,Tabletop,Artificial Intelligence,Fantasy,Utilities,2.5D,3D,2D,RPG,Isometric,Top-Down,Atmospheric,Automation,Base Building,Moddable,Singleplayer,Dungeons & Dragons,Early Access"
Rogue Company,"Free to Play,Multiplayer,Shooter,Third-Person Shooter,Action,PvP,Third Person,Competitive,Hero Shooter,Controller,Battle Royale,Team-Based,Tactical,Online Co-Op,Co-op,FPS,Sexual Content,Singleplayer,First-Person,Open World"
Incredibox,"Casual,Rhythm,Cartoony,2D,Stylized,Audio Production,Family Friendly,Music,Relaxing,Singleplayer,Music-Based Procedural Generation,Indie,Education,Minimalist,Great Soundtrack"
VTOL VR,"Flight,VR,Combat,Simulation,Jet,Military,War,Realistic,Vehicular Combat,Action,Physics,Naval Combat,Artificial Intelligence,6DOF,Singleplayer,Level Editor,Futuristic,Multiplayer,First-Person,Sandbox"
Tyranny,"RPG,Choices Matter,Story Rich,Isometric,CRPG,Dark Fantasy,Adventure,Singleplayer,Villain Protagonist,Fantasy,Real-Time with Pause,Character Customization,Atmospheric,Party-Based RPG,Open World,Great Soundtrack,Turn-Based,Strategy,Female Protagonist,Action"
Witch It,"Multiplayer,Funny,Casual,Action,Indie,Hidden Object,Online Co-Op,Survival,Stealth,Co-op,Fantasy,Early Access,First-Person,Team-Based,Family Friendly,Strategy,PvP,Open World,Atmospheric,Magic"
Movavi Video Editor 2023,"Design & Illustration,Video Production,Education,Web Publishing,Software Training,Animation & Modeling,Audio Production,Utilities,Software,Family Friendly,Beautiful,Soundtrack"
EARTH DEFENSE FORCE 5,"Action,Online Co-Op,Third-Person Shooter,Mechs,Co-op,Aliens,Shooter,Local Co-Op,Sci-fi,Split Screen,Multiplayer,Funny,Class-Based,Anime,Difficult,Singleplayer,Third Person,Hack and Slash,Comedy,Female Protagonist"
Tricky Towers,"Party Game,Puzzle,Multiplayer,Physics,Casual,Building,Funny,Family Friendly,Arcade,Cartoony,Local Multiplayer,4 Player Local,Online Co-Op,Singleplayer,Local Co-Op,PvP,Strategy,Party,Colorful,Stylized"
Realm of the Mad God Exalt,"Pixel Graphics,Action Roguelike,Roguelike,Perma Death,Roguelite,MMORPG,Difficult,Indie,Free to Play,Action RPG,2D,Bullet Hell,RPG,Action,Massively Multiplayer,Multiplayer,Co-op,Adventure,Online Co-Op,Fantasy"
Hunt: Showdown - Cold Blooded,"Action,Gore,Violent,Multiplayer,Atmospheric,Survival Horror,First-Person,Combat,Team-Based,Hunting,America,Beautiful,Alternate History,Lore-Rich,Character Customization"
Showgunners,"Strategy,Turn-Based Tactics,Turn-Based Combat,1990's,Turn-Based Strategy,Dystopian,Singleplayer,Dark,Tactical,Atmospheric,Character Customization,Combat,Real Time Tactics,Exploration,Linear,PvE,Top-Down,Tactical RPG,Choices Matter,FMV"
Webbed,"2D Platformer,Cute,Pixel Graphics,Physics,Puzzle Platformer,Exploration,2D,Platformer,Relaxing,Family Friendly,Action,Indie,Puzzle,Colorful,Cartoony,Nature,Collectathon,Fantasy,Atmospheric,Retro"
Expansion - Hearts of Iron IV: La Résistance,"Simulation,Strategy,World War II,Grand Strategy,Alternate History"
Dark Deception,"Horror,Free to Play,First-Person,Multiplayer,Singleplayer,Psychological Horror,Runner,Indie,Survival Horror,Action,Dark Humor,Adventure,Survival,Story Rich,Arcade,RPG,Multiple Endings,Cinematic,Difficult,Dark"
Backpack Hero,"Roguelike Deckbuilder,Inventory Management,Replay Value,Turn-Based,Deckbuilding,RPG,Dungeon Crawler,Card Battler,Indie,Roguelike,Turn-Based Strategy,Procedural Generation,Roguelite,Turn-Based Combat,Tactical,Mystery Dungeon,Strategy,Pixel Graphics,Singleplayer,Early Access"
Don't Starve Together: Starter Pack 2023,"Adventure,Indie,Simulation"
Need for Drive - Open World Multiplayer Racing,"Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer"
,
X4: Kingdom End,"Action,Simulation,Space,Sandbox,Exploration,Sci-fi,Singleplayer,Trading,Economy,Management,Space Sim,Strategy,4X"
Airships: Conquer the Skies,"Grand Strategy,PvP,Wargame,Naval Combat,Multiplayer,Real-Time,Competitive,RTS,4X,Online Co-Op,Vehicular Combat,Strategy,2D,Alternate History,Mechs,Steampunk,Tanks,World War I,Co-op,Military"
Hardspace: Shipbreaker,"Space,Sci-fi,Simulation,Physics,Singleplayer,Destruction,Sandbox,Puzzle,First-Person,Strategy,Space Sim,Early Access,Futuristic,Dystopian,Building,Open World,Procedural Generation,Action,Relaxing,Great Soundtrack"
Miasma Chronicles,"Tactical RPG,Tactical,Action,Turn-Based Strategy,Strategy,Turn-Based Tactics,Action-Adventure,Cinematic,Third Person,America,Atmospheric,Dystopian,Futuristic,Lore-Rich,Post-apocalyptic,Robots,Sci-fi,Story Rich,Singleplayer,Violent"
Stormworks: Search and Destroy,"Simulation,Strategy,War,Sandbox,Multiplayer,Action,Building,Naval"
Gloria Victis: Medieval MMORPG,"MMORPG,Open World,Medieval,Massively Multiplayer,Action,RPG,Multiplayer,Character Customization,Simulation,Indie,PvP,Immersive Sim,Atmospheric,Open World Survival Craft,Adventure,Crafting,Realistic,Survival,Swordplay,Sandbox"
Hero's Hour,"Turn-Based,Singleplayer,Pixel Graphics,Strategy,Turn-Based Strategy,Fantasy,Level Editor,Turn-Based Tactics,Multiplayer,Strategy RPG,Auto Battler,Procedural Generation,RPG,Old School,2D,Tactical,PvP,Local Co-Op,Atmospheric,4X"
Lakeburg Legacies,"Management,Strategy,Medieval,Dating Sim,Resource Management,Procedural Generation,RPG,LGBTQ+,2D,Choices Matter,Drama,Singleplayer,Cute,Funny,Romance,Family Friendly,Simulation,Comedy,Life Sim"
"Warhammer 40,000: Gladius - Adepta Sororitas",Strategy
Cuphead - The Delicious Last Course,"Indie,Action,Difficult,Cartoon,Co-op,Great Soundtrack,Platformer,2D,Multiplayer,Bullet Hell,Singleplayer,Funny,Souls-like,Adventure,Hand-drawn,Cartoony,2D Platformer,Classic,Local Co-Op,Retro"
Firestone: Online Idle RPG,"Idler,Free to Play,RPG,Clicker,Indie,Adventure,Casual,Early Access,Strategy,Singleplayer,Simulation,Action,Massively Multiplayer,Multiplayer,2D,MMORPG,Fantasy,Auto Battler,Time Management,Combat"
Beholder 3,"Simulation,Political Sim,Strategy,Dystopian,Point & Click,Choose Your Own Adventure,2D,Dark,Atmospheric,Isometric,Management,Political,Dark Humor,Story Rich,LGBTQ+,Nonlinear,Multiple Endings,Choices Matter,Singleplayer,Indie"
"Warhammer 40,000: Inquisitor - Martyr - Sororitas Class","Action,Adventure,RPG,Indie,Gore,Violent"
Neon White,"Action,FPS,Parkour,Great Soundtrack,Platformer,3D Platformer,Anime,Adventure,Shooter,Indie,Singleplayer,Precision Platformer,Dating Sim,Fast-Paced,First-Person,3D,Stylized,Story Rich,Mystery,Card Game"
Action Taimanin,"Sexual Content,Nudity,Free to Play,Hentai,Mature,Female Protagonist,Anime,NSFW,3D,Action,Hack and Slash,RPG,Singleplayer,Action RPG,Fighting,Adventure,Third Person,Ninja,Visual Novel,FPS"
Pixel Starships,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic"
Mortal Online 2,"MMORPG,Sandbox,Open World,PvP,Character Customization,RPG,Exploration,First-Person,Swordplay,Medieval,Fantasy,Magic,Crafting,Survival,Adventure,Old School,Massively Multiplayer,Multiplayer,Combat,Gore"
Dead Cells: The Bad Seed,"Action,Indie,Roguelike,Metroidvania,Roguelite,Pixel Graphics,Souls-like,2D"
Hydroneer,"Base Building,Mining,Sandbox,Co-op,Funny,Open World,Automation,Building,Casual,Resource Management,Indie,Simulation,Multiplayer,Singleplayer,Adventure,Crafting,First-Person,Strategy,Split Screen,Family Friendly"
Arma 3 Marksmen,"Simulation,Action,Strategy,Multiplayer,Military,FPS,Singleplayer"
Zero Hour,"Tactical,Shooter,FPS,Realistic,Multiplayer,Action,First-Person,Online Co-Op,Military,PvP,Team-Based,Strategy,Immersive Sim,Simulation,Stealth,Combat,3D,PvE,Violent,Early Access"
Summer Memories,"Sexual Content,Nudity,Mature,Pixel Graphics,Hentai,Anime,RPG,Simulation,Multiple Endings,Time Management,Singleplayer,FPS,Visual Novel,Adventure,2D,JRPG,RPGMaker,Indie,Funny,Memes"
Hero Siege,"RPG,Action Roguelike,Hack and Slash,Pixel Graphics,Roguelike,Multiplayer,Indie,Action,Co-op,Adventure,Local Co-Op,2D,Roguelite,Top-Down,Action RPG,Massively Multiplayer,Bullet Hell,Singleplayer,Difficult,Controller"
PixARK,"Survival,Adventure,Open World,Massively Multiplayer,Multiplayer,Sandbox,Dinosaurs,RPG,Action,Pixel Graphics,Casual,Strategy,Building,Crafting,Voxel,Early Access,Base Building,Magic,FPS,Singleplayer"
OneShot,"Story Rich,Pixel Graphics,Great Soundtrack,Indie,Cute,Atmospheric,Puzzle,Singleplayer,Choices Matter,Adventure,Multiple Endings,RPGMaker,2D,Surreal,RPG,Exploration,Replay Value,Casual,Psychological Horror,Anime"
Evil Dead: The Game,"Gore,Multiplayer,PvP,Horror,Third Person,Team-Based,Demons,Realistic,Co-op,Dark,Atmospheric,Dark Humor,Action,Mystery,Survival Horror,Thriller,Character Customization,Supernatural,Old School,America"
Stronghold Crusader HD,"Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Real-Time,Strategy,Isometric,Open World,Resource Management,Historical,2D,Simulation"
Project Winter,"Funny,Co-op,Social Deduction,Multiplayer,Survival,Online Co-Op,Team-Based,Casual,Crafting,PvE,Action,Investigation,Indie,Controller,Character Customization,Stylized,PvP,Snow,Exploration,Strategy"
SnowRunner - Land Rover Dual Pack,"Adventure,Simulation"
