name,tags
Totally Accurate Battle Simulator,"Sandbox,Simulation,Funny,Physics,Singleplayer,War,Indie,Adventure,Strategy,Realistic,Colorful,Fantasy,3D,Comedy,Action,Historical,Family Friendly,Cute,Wargame,Memes"
Euro Truck Simulator 2 - Iberia,"Simulation,Indie,Open World,Driving,Realistic,Relaxing,Singleplayer,Exploration,Economy,Online Co-Op"
SnowRunner - Season 10: Fix & Connect,"Adventure,Simulation"
Will To Live Online,"Survival,Multiplayer,Free to Play,Open World,Post-apocalyptic,Open World Survival Craft,FPS,Massively Multiplayer,MMORPG,Shooter,Action,Crafting,First-Person,RPG,Early Access,Exploration,Atmospheric,Gore,Indie,Violent"
Fishing Planet,"Fishing,Free to Play,Multiplayer,Simulation,Sports,Relaxing,Realistic,Massively Multiplayer,First-Person,Co-op,Open World,Singleplayer,Online Co-Op,Family Friendly,Adventure,Casual,VR,Action,MMORPG,FPS"
Stronghold Crusader 2,"Strategy,Medieval,City Builder,RTS,Multiplayer,Simulation,Historical,Co-op,Building,Classic,Singleplayer,Resource Management,Atmospheric,Sandbox,Action,Tactical,Open World,Adventure,Survival,Indie"
ARK: Genesis Season Pass,"Adventure,Survival,Massively Multiplayer,RPG,Action,Open World,Indie,Dinosaurs,Multiplayer,Crafting,Base Building,Singleplayer,Violent,Sandbox,Building,Sci-fi,Open World Survival Craft,Co-op,Dragons,First-Person"
Soulstone Survivors,"Early Access,Action Roguelike,Action RPG,Bullet Hell,Roguelite,Top-Down,Arcade,Procedural Generation,Action,Roguelike,Score Attack,Colorful,Controller,Dark Fantasy,Twin Stick Shooter,Singleplayer,RPG,Crafting,Character Customization,Hack and Slash"
Heavy Rain,"Choices Matter,Story Rich,Multiple Endings,Narration,Adventure,Cinematic,Detective,Thriller,Emotional,Investigation,Interactive Fiction,Quick-Time Events,Dynamic Narration,Mystery,Singleplayer,Crime,Sexual Content,Atmospheric,Violent,Nudity"
"Ranch Simulator - Build, Farm, Hunt","Early Access,Simulation,Multiplayer,Online Co-Op,Open World,Farming Sim,Farming,Job Simulator,Co-op,Realistic,Hunting,Sandbox,Singleplayer,Destruction,Management,Trading,Immersive Sim,Economy,Relaxing,Indie"
SCUM,"Survival,Open World Survival Craft,Multiplayer,Open World,Zombies,Massively Multiplayer,Nudity,Action,Early Access,Adventure,Realistic,Crafting,Singleplayer,FPS,Violent,PvP,Gore,Third Person,Indie,RPG"
Kingdom Two Crowns,"Base Building,Building,Tower Defense,Strategy,Medieval,City Builder,Action RTS,Stylized,Singleplayer,Minimalist,Fantasy,Dark Fantasy,Controller,Pixel Graphics,Local Multiplayer,Simulation,Survival,Colony Sim,Adventure,Co-op"
Bloons TD 6,"Tower Defense,Strategy,Multiplayer,Singleplayer,Co-op,Online Co-Op,Family Friendly,Casual,3D,Cartoony,Sandbox,Great Soundtrack,Difficult,Funny,Cute,Survival,Action,Indie,2D,Adventure"
Shadows of Doubt,"Early Access,Detective,Immersive Sim,Sandbox,Noir,Voxel,Stealth,Procedural Generation,Puzzle,First-Person,Action,Open World,Singleplayer,Cyberpunk,RPG,Adventure,Indie,Action RPG,Pixel Graphics,Atmospheric"
Farthest Frontier,"Early Access,City Builder,Survival,Colony Sim,Strategy,Building,Military,Simulation,Singleplayer,Sandbox,Resource Management,Management,RTS,Realistic,Old School,Open World Survival Craft,Immersive Sim,3D,Alternate History,4X"
Arma Reforger,"Early Access,Action,Simulation,Shooter,Strategy,Sandbox,FPS,Military,Realistic,First-Person,Real Time Tactics,Third Person,Tactical,War,Open World,Multiplayer,PvE,PvP,1980s,Cold War"
Noita,"Physics,Difficult,Roguelike,Pixel Graphics,Dungeon Crawler,Indie,Open World,2D,Perma Death,Sandbox,Action,Action Roguelike,RPG,Roguelite,2D Platformer,Gun Customization,Action-Adventure,Mythology,Dark Humor,Crafting"
Lost Light,"Free to Play,Shooter,Survival,Multiplayer,Action,Massively Multiplayer,Battle Royale,Third-Person Shooter,Gun Customization,FPS,PvP,Looter Shooter,Third Person,3D,Post-apocalyptic,Open World,Sandbox,War,Controller,Zombies"
SCARLET NEXUS,"Action,Anime,RPG,Adventure,JRPG,Action RPG,Sci-fi,Action-Adventure,Combat,Character Action Game,Open World,Fighting,Interactive Fiction,Fantasy,Futuristic,Character Customization,Strategy RPG,Singleplayer,CRPG,Hack and Slash"
Dead Cells: Return to Castlevania,"Action,Indie,Roguelike,Metroidvania,Roguelite"
Rust - Voice Props Pack,"Massively Multiplayer,Action,Adventure,Indie,RPG,Survival"
Slime Rancher 2,"Early Access,Cute,Colorful,Relaxing,Open World,Singleplayer,First-Person,Adventure,Creature Collector,Simulation,Family Friendly,Casual,Female Protagonist,3D,Fantasy,Action-Adventure,Building,Multiplayer,FPS,Action"
Deadside,"Survival,Open World,Multiplayer,Open World Survival Craft,Massively Multiplayer,Base Building,Action,Post-apocalyptic,Crafting,Adventure,Shooter,PvP,FPS,Realistic,Early Access,Singleplayer,First-Person,Indie,Violent,Gore"
DCS World Steam Edition,"Simulation,Flight,Free to Play,Military,Multiplayer,Realistic,War,Open World,VR,Singleplayer,Shooter,Action,Co-op,TrackIR,Sandbox,First-Person,Tanks,Strategy,Massively Multiplayer,FPS"
People Playground,"Sandbox,Physics,Gore,Blood,Violent,Moddable,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel Graphics,Psychological Horror,Indie,Casual,Action,Horror,Comedy,Choose Your Own Adventure"
WorldBox - God Simulator,"Early Access,God Game,Sandbox,Pixel Graphics,Simulation,Colony Sim,Life Sim,Destruction,Building,Artificial Intelligence,Political Sim,Fantasy,Indie,Medieval,Procedural Generation,Relaxing,Management,Politics,Mythology,Idler"
Cosmoteer: Starship Architect & Commander,"Early Access,Space,Sandbox,Building,Strategy,Simulation,Open World,PvP,Co-op,Singleplayer,Online Co-Op,Base Building,Automation,Crafting,Multiplayer,Sci-fi,Space Sim,Resource Management,Real Time Tactics,Top-Down"
Enter the Gungeon,"Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,Multiplayer,2D,Co-op,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny"
MORDHAU,"Medieval,Multiplayer,First-Person,Swordplay,Gore,PvP,Online Co-Op,Action,Fighting,PvE,Character Customization,Hack and Slash,Team-Based,Third Person,Realistic,Competitive,Historical,Indie,Survival,FPS"
Keep Talking and Nobody Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Asymmetric VR,Party Game,Action,Party,Atmospheric,Strategy"
Darkest Dungeon®,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,Roguelike,RPG,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Strategy,Atmospheric,Dark,Indie,2D,Roguelite,Horror,Gothic,Fantasy,Kickstarter"
Old World,"Strategy,Simulation,Grand Strategy,Historical,4X,Turn-Based Strategy,Tactical,Management,War,Sandbox,Turn-Based,Turn-Based Tactics,Singleplayer,Multiplayer,Co-op,Moddable,Military,Economy,Turn-Based Combat,Replay Value"
Prison Architect,"Simulation,Building,Sandbox,Strategy,Base Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Multiplayer,Singleplayer,Capitalism,Moddable,Funny,Replay Value,Indie,Casual"
The Riftbreaker,"Base Building,Tower Defense,Survival,Strategy,Hack and Slash,Crafting,Resource Management,Sci-fi,Building,Action RPG,Adventure,Exploration,RPG,Isometric,Simulation,Sandbox,Loot,Action,Atmospheric,Mechs"
GROUND BRANCH,"Tactical,Realistic,Military,FPS,Shooter,Simulation,Multiplayer,Singleplayer,Action,Co-op,First-Person,Gun Customization,Indie,Early Access,Online Co-Op,War,Team-Based,Strategy,Atmospheric,Sandbox"
American Truck Simulator - Texas,"Simulation,Indie,Driving,Open World,Exploration"
Victoria 3,"Grand Strategy,Economy,Strategy,Historical,Simulation,Management,Alternate History,Diplomacy,Political,Singleplayer,Real-Time with Pause,Politics,Political Sim,Multiplayer,Moddable,Sandbox,Resource Management,Military,Replay Value,Capitalism"
Stick Fight: The Game,"Multiplayer,Funny,Fighting,Action,Local Multiplayer,2D Fighter,4 Player Local,PvP,2D,Casual,Physics,Online Co-Op,Shooter,Local Co-Op,Indie,Controller,Co-op,Great Soundtrack,Split Screen,Strategy"
Captain of Industry,"Early Access,Automation,Resource Management,Base Building,Simulation,Strategy,Management,Economy,Colony Sim,Exploration,3D,Crafting,Agriculture,Realistic,Singleplayer,Building,Immersive Sim,Open World,City Builder,Adventure"
Dune: Spice Wars,"Early Access,Management,Singleplayer,Sci-fi,Strategy,4X,Simulation,RTS,Grand Strategy,Real Time Tactics,Building,Tactical,Economy,War,Diplomacy,Multiplayer,Co-op,Base Building,PvE,PvP"
Ravenswatch,"Roguelite,Indie,Co-op,Action,Roguelike,Singleplayer,Action Roguelike,Difficult,Atmospheric,Online Co-Op,Early Access,Dark Fantasy,Adventure,Replay Value,Hack and Slash,Procedural Generation,Top-Down,Exploration,Dark,Fast-Paced"
Frostpunk: The Last Autumn,"Strategy,Simulation,City Builder,Survival,Steampunk"
We Were Here Together,"Story Rich,Online Co-Op,Co-op Campaign,Puzzle,Escape Room,Exploration,Adventure,Linear,Action-Adventure,Co-op,Multiplayer,Horror,Investigation,Mystery,First-Person,Atmospheric,Psychological Horror,Dark,Casual,Indie"
Knights of Honor II: Sovereign,"Strategy,Simulation,Medieval,Grand Strategy,RTS,Historical,Multiplayer,Singleplayer,4X,Sandbox"
Stranded Deep,"Open World Survival Craft,Survival,Multiplayer,Open World,Crafting,First-Person,Adventure,Exploration,Realistic,Singleplayer,Building,Sandbox,Co-op,Simulation,Early Access,Underwater,Action,Atmospheric,Indie,Strategy"
JoJo's Bizarre Adventure: All-Star Battle R,"Anime,Action,Fighting,PvP,Multiplayer,2D Fighter,3D Fighter,Memes,2D,Great Soundtrack,3D,Colorful,Story Rich,Violent,2.5D,2D Platformer,Local Co-Op,Controller,Arcade,Family Friendly"
One Military Camp,"Management,Base Building,City Builder,Resource Management,Simulation,Sandbox,Economy,Building,Strategy,Colony Sim,Time Management,Strategy RPG,Character Customization,Funny,Life Sim,Stylized,Isometric,Class-Based,Indie,Real Time Tactics"
Kena: Bridge of Spirits,"Action,Adventure,Action-Adventure,Souls-like,3D Platformer,Female Protagonist,Exploration,Third Person,Cinematic,3D,Atmospheric,Fantasy,Magic,Nature,Combat,Story Rich,Controller,Singleplayer,Indie,Mystery"
BONELAB,"VR,Physics,Sandbox,Action,Shooter,FPS,First-Person,Action-Adventure,Violent,Underground,Experimental,Psychological,Combat,Puzzle,Dark,Indie,Story Rich,Female Protagonist,Singleplayer,Atmospheric"
NEEDY STREAMER OVERLOAD,"Psychological Horror,Sexual Content,Anime,Visual Novel,Cute,Pixel Graphics,Multiple Endings,2D,Point & Click,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Story Rich,Colorful,Adventure,Singleplayer,Text-Based,Conversation,Hentai"
Warhammer The Horus Heresy: Legions,"Deckbuilding,Card Game,Multiplayer,Free to Play,Board Game,PvP,Strategy,Trading Card Game,Card Battler,Singleplayer,PvE,Adventure,Turn-Based Tactics,Warhammer 40K,Turn-Based Strategy,Turn-Based Combat,Lore-Rich,2D,Tabletop,Story Rich"
Call to Arms,"Strategy,Military,Action,Multiplayer,RTS,War,Shooter,Tactical,Simulation,First-Person,Real-Time,Singleplayer,FPS,Modern,Co-op,Realistic,Sandbox,Third Person,Indie,Early Access"
Tropico 6,"Strategy,City Builder,Simulation,Economy,Management,Political Sim,Multiplayer,Sandbox,Politics,Building,Singleplayer,Political,Choices Matter,Funny,Co-op,Diplomacy,Destruction,Atmospheric,Story Rich,Top-Down"
A Dance of Fire and Ice,"Rhythm,Music,Difficult,Indie,Great Soundtrack,Singleplayer,Level Editor,2D,Action,Psychological Horror,Casual,Games Workshop,Atmospheric,Souls-like,Horror,Multiplayer,Co-op,Hentai"
Outer Wilds,"Exploration,Space,Mystery,Story Rich,Adventure,Atmospheric,Great Soundtrack,Puzzle,Open World,Singleplayer,Sci-fi,Indie,First-Person,Horror,Beautiful,Epic,Psychological Horror,Simulation,3D,Action"
Propnight,"Multiplayer,Horror,Action,Survival Horror,Online Co-Op,PvP,Co-op,3D,First-Person,Third Person,Stylized,Combat,Asynchronous Multiplayer,Funny,Survival,Casual,Adventure,Controller,Sexual Content,Indie"
Aliens: Fireteam Elite,"Co-op,Shooter,Aliens,Action,Horror,Character Customization,Third-Person Shooter,Survival,Online Co-Op,Sci-fi,Survival Horror,Space,Atmospheric,RPG,Third Person,Multiplayer,PvE,Controller,Singleplayer,Co-op Campaign"
DEATH STRANDING DIRECTOR'S CUT,"Story Rich,Open World,Walking Simulator,Atmospheric,Adventure,Action,Exploration,Singleplayer,Great Soundtrack,Third Person,Cinematic,Post-apocalyptic,Sci-fi,Action-Adventure,Horror,Relaxing,Combat,Multiplayer,Third-Person Shooter,Stealth"
DARK SOULS™ II: Scholar of the First Sin,"Souls-like,Dark Fantasy,RPG,Difficult,Action,Third Person,Atmospheric,Action RPG,Character Customization,Co-op,Multiplayer,Adventure,Fantasy,Medieval,Dark,Singleplayer,Lore-Rich,Story Rich,PvP,Remake"
PICO PARK,"Multiplayer,Online Co-Op,Puzzle Platformer,Casual,Cute,Co-op,Local Multiplayer,Local Co-Op,Platformer,Action,2D,Pixel Graphics,Indie,Funny,Horror,Retro,Puzzle,Party Game,Difficult,Souls-like"
Euro Truck Simulator 2 - Beyond the Baltic Sea,"Automobile Sim,Simulation,Open World,Driving,Indie,Multiplayer,Realistic,Singleplayer,Exploration,Atmospheric,Adventure,Free to Play,Moddable,First-Person,Action,Casual"
Neverwinter,"Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Fantasy,Action,Open World,Character Customization,Co-op,Dungeons & Dragons,PvP,Dragons,Action RPG,PvE,Third Person,Hack and Slash,Atmospheric,Zombies"
Undertale,"Great Soundtrack,Story Rich,Choices Matter,Multiple Endings,Pixel Graphics,Funny,RPG,Singleplayer,Indie,Comedy,2D,Replay Value,Bullet Hell,Cute,Memes,Retro,Dark,Psychological Horror,Dating Sim,Horror"
SnowRunner - The Mastodon,"Adventure,Simulation"
Counter-Strike: Source,"Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,eSports,Military,War,Strategy,Moddable,Singleplayer,Difficult,Atmospheric,Survival,Simulation,Sandbox"
Inscryption,"Card Battler,Card Game,Story Rich,Horror,Deckbuilding,Dark,Puzzle,Roguelite,Strategy,Psychological,Roguelike,Surreal,Experimental,First-Person,Point & Click,3D,2D,FMV,Pixel Graphics,Adventure"
Stellaris: Galactic Paragons,"Strategy,Simulation,Space,Grand Strategy,RTS"
Castle Crashers®,"2D,Online Co-Op,Funny,Beat 'em up,Hack and Slash,Co-op,Adventure,4 Player Local,Local Co-Op,Multiplayer,Local Multiplayer,Action,Singleplayer,Medieval,Cartoony,Cute,Comedy,RPG,Arcade,Casual"
"Warhammer 40,000: Battlesector","Strategy,Warhammer 40K,Turn-Based Tactics,Turn-Based Strategy,3D,Sci-fi,Isometric,Tactical,Turn-Based Combat,PvP,Combat,Singleplayer,Asynchronous Multiplayer,Multiplayer,Violent,War,Turn-Based,Space,Replay Value,Games Workshop"
Afterimage,"Metroidvania,Side Scroller,Exploration,2D Platformer,Anime,Hack and Slash,Souls-like,Female Protagonist,Difficult,Action RPG,Platformer,Action-Adventure,RPG,2D,Cute,Lore-Rich,Open World,Story Rich,Multiple Endings,Choices Matter"
Euro Truck Simulator 2 - Wielton Trailer Pack,"Simulation,Indie"
My Summer Car,"Automobile Sim,Simulation,Driving,Open World,Survival,Realistic,Building,First-Person,Racing,Singleplayer,Early Access,Funny,Sandbox,Difficult,Perma Death,Comedy,Indie,Adventure,Puzzle,Memes"
Volcanoids,"Open World Survival Craft,Open World,Survival,Exploration,Crafting,Shooter,Online Co-Op,Action,Multiplayer,Adventure,First-Person,Atmospheric,Simulation,Early Access,Sandbox,Steampunk,Base Building,Co-op,Singleplayer,Building"
The Lord of the Rings Online™,"Free to Play,MMORPG,Massively Multiplayer,Open World,Fantasy,RPG,Adventure,Multiplayer,Character Customization,Based On A Novel,Exploration,Action,Story Rich,Online Co-Op,Co-op,Survival,Third Person,PvP,Singleplayer,Dark Fantasy"
The Wandering Village,"Early Access,Sandbox,City Builder,Procedural Generation,Nature,RTS,Strategy,Base Building,Cute,Survival,Relaxing,Post-apocalyptic,Singleplayer,Roguelike,Resource Management,Economy,Real-Time with Pause,Family Friendly,Management,Emotional"
This War of Mine,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Base Building,Resource Management,Story Rich,Management,Indie,Post-apocalyptic,Emotional,Realistic,Drama,Psychological,Stealth,2.5D"
CarX Drift Racing Online,"Racing,Driving,Automobile Sim,Multiplayer,Simulation,Sports,Open World,Massively Multiplayer,Controller,Singleplayer,Arcade,VR,Realistic,Local Multiplayer,Co-op,Early Access,Casual,Mod,Games Workshop,Action"
Age of Wonders 4,"Strategy,4X,Fantasy,Tactical RPG,Atmospheric,Colorful,Magic,Diplomacy,Character Customization,PvP,War,Grand Strategy,Hex Grid,Moddable,RPG,PvE,Exploration,Top-Down,Lore-Rich,Immersive Sim"
Limbus Company,"Lore-Rich,RPG,Story Rich,Turn-Based Tactics,Strategy RPG,Turn-Based Combat,Strategy,Anime,Singleplayer,Visual Novel,PvE,Action,Turn-Based Strategy,2D,Dark Fantasy,Free to Play,Roguelite,Sci-fi,Colorful,Cartoon"
Starship Troopers: Extermination,"Action,Online Co-Op,Sci-fi,First-Person,FPS,Combat,Co-op,Multiplayer,Arcade,Aliens,Wargame,PvE,Space,Shooter,Base Building,Arena Shooter,Class-Based,Early Access,3D,Realistic"
No Man's Sky,"Open World,Open World Survival Craft,Space,Exploration,Sci-fi,Survival,Procedural Generation,Adventure,First-Person,Sandbox,Singleplayer,Multiplayer,Atmospheric,Crafting,Space Sim,Indie,Action,Simulation,FPS,VR"
Half-Life: Alyx,"VR,FPS,Story Rich,Horror,Female Protagonist,Shooter,First-Person,Singleplayer,Action,Sci-fi,Zombies,Atmospheric,Beautiful,Aliens,Adventure,Futuristic,Psychological Horror,Memes,Great Soundtrack,Gore"
Crusader Kings III: Tours & Tournaments,"Strategy,RPG,Simulation,Medieval"
Cuphead,"Difficult,Cartoon,Co-op,Platformer,Great Soundtrack,Local Co-Op,2D,Hand-drawn,Multiplayer,Indie,Retro,Cartoony,Bullet Hell,Action,Shoot 'Em Up,Singleplayer,Side Scroller,Colorful,Funny,Atmospheric"
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"Anime,Fighting,Action,Ninja,Multiplayer,Adventure,Story Rich,Singleplayer,Local Multiplayer,Third Person,Great Soundtrack,Open World,Fantasy,Atmospheric,Co-op,Online Co-Op,Beat 'em up,Local Co-Op,Memes,Heist"
Russian Fishing 4,"Fishing,Free to Play,Simulation,Multiplayer,Nature,Realistic,Immersive Sim,Crafting,Relaxing,First-Person,Sports,Atmospheric,Singleplayer,Open World,Survival,Massively Multiplayer,Casual,Adventure,RPG,Family Friendly"
EVE Online,"Space,Free to Play,RPG,Open World,Sci-fi,PvP,Sandbox,Economy,Massively Multiplayer,Strategy,Multiplayer,Action,Character Customization,Exploration,War,Spaceships,MMORPG,Politics,Lore-Rich,PvE"
ULTRAKILL,"Early Access,FPS,Arena Shooter,Spectacle fighter,Character Action Game,Blood,Retro,Fast-Paced,Singleplayer,Shooter,First-Person,Difficult,Action,Old School,Robots,3D,Silent Protagonist,Stylized,Sci-fi,Cyberpunk"
Pummel Party,"Multiplayer,Funny,Online Co-Op,4 Player Local,Board Game,Party Game,Casual,Local Multiplayer,Co-op,Minigames,Party,Local Co-Op,Action,Indie,Comedy,Tabletop,Controller,Gore,Colorful,Singleplayer"
Subnautica,"Open World Survival Craft,Survival,Open World,Horror,Exploration,Underwater,Crafting,Base Building,Singleplayer,Adventure,First-Person,Sci-fi,Sandbox,Aliens,Atmospheric,Survival Horror,Multiplayer,Action,Indie,Early Access"
Demonologist,"Early Access,Horror,Multiplayer,Online Co-Op,Psychological Horror,Co-op,First-Person,Investigation,Surreal,Dark,Demons,Mystery,Detective,Indie,Cinematic,Thriller,3D,Action,Tactical,Lovecraftian"
RimWorld - Biotech,"Indie,Strategy,Simulation,Colony Sim,Singleplayer,Moddable"
Legion TD 2 - Multiplayer Tower Defense,"Tower Defense,Multiplayer,Auto Battler,Strategy,Replay Value,PvP,Competitive,PvE,Online Co-Op,Co-op,Base Building,Resource Management,Fantasy,Sci-fi,Magic,3D,Mechs,Survival,2D,Medieval"
Farlight 84,"Free to Play,Battle Royale,Hero Shooter,Vehicular Combat,Sci-fi,Early Access,Shooter,MOBA,Multiplayer,Third-Person Shooter,Massively Multiplayer,Third Person,3D,Adventure,Post-apocalyptic,PvP,Action,Survival,Futuristic,Character Customization"
Stray,"Cats,Adventure,Cyberpunk,Atmospheric,Cute,Singleplayer,Exploration,Robots,Third Person,Beautiful,Puzzle,Horror,Sci-fi,Indie,Dystopian,Open World,Mystery,Colorful,Action,Stealth"
Wartales,"RPG,Open World,Turn-Based Strategy,Party-Based RPG,Medieval,Co-op,Adventure,Strategy,Singleplayer,Multiplayer,Turn-Based Combat,Exploration,Tactical RPG,Survival,Sandbox,Story Rich,Turn-Based,Indie,Online Co-Op,Violent"
Techtonica,"Simulation,Automation,Building,Strategy,Base Building,City Builder,Resource Management,Sandbox,Crafting,Management,Exploration,Immersive Sim,First-Person,Colorful,Sci-fi,Multiplayer,Co-op,Online Co-Op,Singleplayer,Early Access"
Among Us,"Multiplayer,Online Co-Op,Social Deduction,Space,Survival,2D,Funny,Psychological,Co-op,Party Game,Cartoony,Local Multiplayer,Casual,Action,Colorful,PvP,Sci-fi,Aliens,Minigames,Top-Down"
Teardown,"Destruction,Physics,Sandbox,Voxel,First-Person,Heist,Open World,Singleplayer,Realistic,Simulation,3D,Action,Puzzle,Driving,Indie,Replay Value,Tactical,Immersive Sim,Puzzle Platformer,Runner"
Viewfinder,"Puzzle Platformer,First-Person,Puzzle,Singleplayer,Psychological,3D Platformer,Dark Humor,Surreal,Action-Adventure,Adventure,Physics,Atmospheric,Narration,Exploration,Colorful,Story Rich,Abstract,Platformer,Stylized,Retro"
American Truck Simulator,"Automobile Sim,Driving,Open World,Transportation,Simulation,America,Realistic,Moddable,Relaxing,Exploration,Economy,Atmospheric,Management,Immersive Sim,Multiplayer,Singleplayer,Adventure,Casual,Family Friendly,Level Editor"
STALCRAFT,"Free to Play,FPS,Action,MMORPG,Adventure,Shooter,Atmospheric,First-Person,Looter Shooter,Horror,RPG,PvP,Massively Multiplayer,Combat,Tactical,Story Rich,Team-Based,Multiplayer,Alternate History,PvE"
Medieval Dynasty,"Survival,Building,Open World,Medieval,Singleplayer,RPG,City Builder,Crafting,Simulation,Colony Sim,Sandbox,Adventure,Resource Management,Realistic,First-Person,Exploration,Historical,Action,Co-op,Early Access"
Contraband Police,"Open World,Action,First-Person,Multiple Endings,1980s,Realistic,Automobile Sim,Simulation,Singleplayer,Story Rich,FPS,Survival,Action-Adventure,Management,Immersive Sim,Detective,Physics,Destruction,Atmospheric,Indie"
"Warhammer 40,000: Darktide","Warhammer 40K,Gore,Adventure,Online Co-Op,Multiplayer,PvE,FPS,Survival Horror,Shooter,Hack and Slash,Character Customization,First-Person,Co-op,Action,Violent,Atmospheric,Sci-fi,Dark Fantasy,Looter Shooter,Horror"
Left 4 Dead 2,"Zombies,Co-op,FPS,Multiplayer,Shooter,Online Co-Op,Action,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical"
War Thunder,"Free to Play,Vehicular Combat,Combat,VR,World War II,Flight,War,Military,Tanks,Naval Combat,Modern,Simulation,Cold War,Massively Multiplayer,Action,Third-Person Shooter,Shooter,Third Person,Realistic,Historical"
Frostpunk,"City Builder,Survival,Resource Management,Strategy,Post-apocalyptic,Steampunk,Colony Sim,Building,Base Building,Simulation,Singleplayer,Management,Choices Matter,Atmospheric,Economy,Dark,Difficult,RTS,Great Soundtrack,Real-Time with Pause"
Satisfactory,"Base Building,Automation,Open World,Multiplayer,Crafting,Co-op,Resource Management,Building,Sandbox,Exploration,Adventure,Early Access,Open World Survival Craft,Simulation,Survival,Strategy,First-Person,Sci-fi,Singleplayer,Indie"
Aliens: Dark Descent,"Strategy,Action,Tactical,RTS,Sci-fi,Action-Adventure,Singleplayer,Dark,3D,Space,Survival,Aliens,Horror,Violent,Real Time Tactics,Combat,Top-Down,Stealth,Isometric,Co-op"
Assetto Corsa,"Racing,Automobile Sim,Simulation,Driving,Multiplayer,Realistic,VR,Sports,Moddable,Controller,Open World,Physics,Singleplayer,First-Person,Indie,Replay Value,Action,3D Vision,TrackIR,Artificial Intelligence"
Warhammer: Vermintide 2,"Co-op,First-Person,Dark Fantasy,Games Workshop,Violent,Hack and Slash,Gore,Online Co-Op,Action,Action RPG,Fantasy,Multiplayer,PvE,Atmospheric,Roguelite,FPS,Singleplayer,Survival,Adventure,Indie"
Farming Simulator 22,"Simulation,Co-op,Farming Sim,Agriculture,Moddable,Management,Multiplayer,Sandbox,3D,First-Person,Immersive Sim,Online Co-Op,Economy,Character Customization,Family Friendly,Open World,Third Person,Nature,Horses,America"
Dead Cells,"Adventure,Action Roguelike,Pixel Graphics,Metroidvania,2D,Souls-like,Roguelike,Replay Value,Hack and Slash,Roguelite,Platformer,Singleplayer,Roguevania,Action,Difficult,Atmospheric,Dark Fantasy,Procedural Generation,Funny,Indie"
Remnant: From the Ashes,"Souls-like,Action,RPG,Co-op,Adventure,Third-Person Shooter,Multiplayer,Online Co-Op,Shooter,Post-apocalyptic,Survival,Difficult,Singleplayer,Lovecraftian,Dark Fantasy,Violent,Procedural Generation,Atmospheric,Horror,Replay Value"
Rain World,"Difficult,Atmospheric,Survival,Platformer,Indie,Pixel Graphics,Exploration,2D,Adventure,Post-apocalyptic,Open World,Cute,2D Platformer,Survival Horror,Metroidvania,Singleplayer,Physics,Simulation,Action,Souls-like"
Factorio,"Automation,Base Building,Resource Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open World,Building,Co-op,2D,Moddable,Singleplayer,Trains,Simulation,Pixel Graphics,City Builder,Indie"
Stellaris,"Space,Strategy,Grand Strategy,Sci-fi,4X,Exploration,Sandbox,Simulation,Multiplayer,Real-Time with Pause,Moddable,Singleplayer,Diplomacy,Management,Futuristic,Military,Replay Value,Atmospheric,Great Soundtrack,Procedural Generation"
The Forest,"Open World Survival Craft,Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Singleplayer,Simulation,Gore,Realistic,Indie,Early Access,Zombies"
Mount & Blade II: Bannerlord,"Medieval,Strategy,Open World,RPG,War,Sandbox,Multiplayer,Singleplayer,Action,Character Customization,Simulation,Moddable,Adventure,Horses,Realistic,Third Person,First-Person,Historical,Great Soundtrack,Early Access"
V Rising,"Early Access,Open World,Survival,Base Building,Vampire,Multiplayer,Crafting,PvP,PvE,Online Co-Op,Building,Hack and Slash,Sandbox,Exploration,Massively Multiplayer,Action,Action-Adventure,Singleplayer,Dark Fantasy,Adventure"
Cities: Skylines,"City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Mod,Realistic,Replay Value,Casual,Modern,Real-Time with Pause,Family Friendly,Great Soundtrack,Funny,Action"
